MAZ,TAZ,EXTERNAL,EMP_AFS,EMP_CON,EMP_GOV,EMP_HCS,EMP_IFRPBS,EMP_NRM,EMP_OSV,EMP_RET,EMP_AER,EMP_MFG,EMP_WT,EMP_EDU,EMP_TWU,EMP_TOTAL,ENROLLGRADEKto8,ENROLLGRADE9to12,DIST_Kto8,DIST_9to12,COLLEGEENROLL,PRKCST_HR,PRKCST_DAY,PRKCST_MNTH,PRKSPACES,INTHMI,PARKATTRACT,TERMINALTIME,ESCOOACCTIME,EBIKEACCTIME,PNR_SPACES,DISTRICT9,TOTHHS,TOTPOP,ACRES,walk_dist_local_bus,walk_dist_premium_transit
139,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,PORTLAND,PORTLAND,0,2.4,14.0,12.62,,301,0,,,,0,1,537,698,3.34060960102474,0.0,0.186
140,9,0,0,0,0,10,68,0,32,0,0,0,0,0,0,85,0,0,PORTLAND,PORTLAND,0,2.4,11.0,12.62,,286,0,,,,0,1,40,43,1.6228551852691004,0.0,0.341
141,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,9.25,12.07,,288,0,,,,0,1,81,92,1.6595806329335807,0.048,0.289
142,10,0,0,0,0,0,4,0,25,0,0,0,0,0,0,40,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,274,0,,,,0,1,14,15,1.6604339060726825,0.0,0.0
143,10,0,37,0,0,0,5,0,7,0,63,0,0,0,0,153,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,283,0,,,,0,1,41,48,1.6658515200157962,0.0,0.152
144,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,287,3,,,,0,1,64,81,1.5798648213566877,0.0,0.179
145,10,0,0,0,75,0,20,0,16,0,1,0,0,13,0,57,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,288,0,,,,0,1,0,0,0.822243542461405,0.0,0.053
146,10,0,44,0,317,0,3,0,1,0,4,0,0,0,0,196,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,292,0,,,,0,1,0,0,1.672790486419902,0.05,0.103
147,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,294,3,,,,0,1,10,10,1.5935505177889235,0.096,0.282
148,10,0,0,0,1,1,544,0,5,1,3,189,0,0,0,619,0,0,PORTLAND,PORTLAND,0,2.4,14.64,11.36,,294,0,,,,0,1,0,0,0.8356337906612008,0.0,0.102
149,10,0,78,0,0,0,0,0,0,1,0,0,0,0,0,59,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,300,0,,,,0,1,1,1,1.681316368037287,0.049,0.151
150,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,307,3,,,,0,1,0,0,1.5924103266506129,0.048,0.234
151,11,0,0,0,106,0,42,0,0,0,0,2,0,0,0,165,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,262,0,,,,0,1,0,0,0.8343126524947133,0.0,0.0
152,11,0,4,0,0,0,669,0,0,0,2,0,18,0,0,1053,0,0,PORTLAND,PORTLAND,0,2.4,24.0,11.82,,267,0,,,,0,1,0,0,1.657625463163704,0.0,0.0
153,11,0,0,0,1493,22,5,0,1,0,0,0,0,14,0,1576,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,264,0,,,,0,1,0,0,1.652424970915803,0.023,0.074
154,11,0,0,0,0,0,388,0,4,0,0,0,0,2,0,206,0,0,PORTLAND,PORTLAND,0,2.4,15.0,12.21,,279,0,,,,0,1,0,0,1.6708709358279408,0.0,0.025
155,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,275,0,,,,0,1,0,0,1.6790729961391286,0.0,0.0
156,11,0,65,2,100,7,470,0,24,1,0,0,2,5,2,920,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,286,0,,,,0,1,0,0,1.6664205070105678,0.0,0.025
157,11,0,0,8,2121,0,5,0,3,0,0,0,0,0,0,1183,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,249,0,,,,0,1,0,0,1.6679030126460834,0.0,0.102
158,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,251,3,,,,0,1,0,0,1.6726142716336034,0.0,0.051
159,11,0,10,4,877,0,0,0,0,0,0,0,0,0,0,583,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,252,0,,,,0,1,0,0,1.742631703295861,0.0,0.151
160,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,268,3,,,,0,1,0,0,1.548312582403614,0.0,0.051
161,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,257,3,,,,0,1,0,0,1.7299828258852996,0.023,0.074
162,11,0,0,1,428,0,15,0,0,0,0,0,0,0,0,434,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,259,0,,,,0,1,0,0,1.6569890732914174,0.0,0.103
163,12,0,0,0,0,0,7,0,0,152,0,0,0,0,0,63,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,255,0,,,,0,1,0,0,1.6239156979379128,0.0,0.232
164,12,0,0,0,0,42,0,0,0,0,0,0,0,0,0,26,10,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,261,0,,,,0,1,134,183,1.6681094378051915,0.0,0.18
165,12,0,7,0,0,1,6,0,1,2,0,0,1,0,0,17,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,241,0,,,,0,1,132,179,1.6290648981420428,0.0,0.18
166,12,0,0,0,0,5,6,0,0,0,0,0,0,0,4,13,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,232,0,,,,0,1,168,245,1.625728255469146,0.0,0.232
167,12,0,2,0,0,2,0,0,4,0,0,0,0,1,0,18,0,0,PORTLAND,PORTLAND,0,2.4,11.75,10.68,,250,0,,,,0,1,129,185,1.6575914360530517,0.0,0.23
168,12,0,0,0,0,0,2,0,0,0,13,0,0,0,0,20,0,0,PORTLAND,PORTLAND,0,2.4,12.5,10.23,,239,0,,,,0,1,121,162,1.6454443027820127,0.0,0.307
169,13,0,0,0,0,0,1,0,0,3,0,0,0,0,0,7,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,253,0,,,,0,1,83,110,1.6741936695923785,0.0,0.285
170,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,233,0,,,,0,1,75,86,1.6691068766827404,0.052,0.284
171,13,0,0,0,0,0,21,0,1,0,0,0,0,0,0,27,0,0,PORTLAND,PORTLAND,0,2.4,12.0,10.23,,235,0,,,,0,1,288,334,1.664580647044706,0.024,0.309
172,14,0,0,0,33,0,0,0,0,0,0,0,0,0,0,19,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,247,0,,,,0,1,283,332,1.6646419723996575,0.0,0.052
173,14,0,0,0,170,0,31,0,3,0,0,0,1,342,0,373,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,253,0,,,,0,1,0,0,1.6746437060176609,0.0,0.014
174,14,0,2,0,0,0,36,0,5,7,0,0,0,18,0,126,0,0,PORTLAND,PORTLAND,0,2.4,13.25,10.68,,271,0,,,,0,1,0,0,1.6730766727762425,0.0,0.102
175,14,0,0,0,0,0,224,0,1,0,0,0,0,0,0,165,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,267,0,,,,0,1,305,495,1.60240393758065,0.0,0.052
176,14,0,0,0,0,0,9,0,1,0,0,0,0,0,0,6,0,0,PORTLAND,PORTLAND,196,2.4,20.0,16.28,,251,0,,,,0,1,0,0,1.6739794645260369,0.0,0.0
177,14,0,13,0,0,1,61,0,0,0,0,0,0,0,0,61,0,0,PORTLAND,PORTLAND,0,2.4,12.95,10.54,,259,0,,,,0,1,117,182,1.6960138061442938,0.0,0.0
178,14,0,5,2,0,0,1420,69,0,2,0,0,57,0,0,1880,0,0,PORTLAND,PORTLAND,0,2.4,20.0,16.28,,256,0,,,,0,1,0,0,1.673560068383579,0.0,0.0
179,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,247,3,,,,0,1,1,1,1.661970657283097,0.0,0.13
180,14,0,0,0,0,1,4,0,0,0,0,0,1,0,2,11,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,253,0,,,,0,1,0,0,0.8115878042538652,0.0,0.102
181,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,262,3,,,,0,1,112,170,1.5676870630090671,0.048,0.178
182,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,274,3,,,,0,1,9,9,0.8433578317200401,0.0,0.131
183,14,0,0,0,189,26,145,0,0,0,9,0,0,0,0,616,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,255,0,,,,0,1,0,0,0.833288349029151,0.0,0.0
184,14,0,24,0,0,0,12,0,0,0,3,0,0,0,0,43,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,259,0,,,,0,1,0,0,1.6747949224009044,0.0,0.0
185,14,0,0,0,0,45,0,0,0,0,16,0,0,0,0,36,0,0,PORTLAND,PORTLAND,0,2.4,12.0,9.77,,259,0,,,,0,1,0,0,1.669440445854454,0.0,0.0
186,14,0,32,0,0,37,310,0,13,0,0,0,0,0,0,285,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,262,0,,,,0,1,87,125,1.6628309661809624,0.049,0.151
187,15,0,341,233,0,23,268,0,6,0,0,0,0,0,0,1172,0,0,PORTLAND,PORTLAND,0,2.4,11.45,9.32,,163,3,,,,0,1,28,44,1.5943148357621986,0.155,0.508
188,15,0,10,0,0,0,9,0,2,0,0,0,0,0,5,27,0,0,PORTLAND,PORTLAND,0,2.4,13.0,8.18,,180,0,,,,0,1,331,452,75.6600646586206,0.144,0.513
189,15,0,0,0,0,9,110,0,1,0,0,0,0,0,0,102,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,197,3,,,,0,1,118,154,3.7095640800324983,0.091,0.393
190,15,0,29,0,0,2,31,0,3,0,0,0,0,127,0,202,286,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,170,0,,,,0,1,139,191,13.431728169780952,999999.0,999999.0
191,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,171,0,,,,0,1,114,149,20.12746735533597,0.16,0.311
192,16,0,44,0,0,2,0,0,0,4,0,0,0,0,0,45,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,184,0,,,,0,1,31,45,2.666666852248683,0.0,0.012
193,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,168,3,,,,0,1,220,226,1.6765748556311075,0.102,0.141
194,16,0,98,0,0,0,5,0,0,0,0,0,0,0,0,41,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,197,0,,,,0,1,0,0,0.9330048948613664,0.051,0.1
195,16,0,0,0,0,7,0,0,0,0,0,0,0,4,0,12,0,0,PORTLAND,PORTLAND,0,2.4,14.0,11.4,,180,3,,,,0,1,0,0,1.673148198454919,0.149,0.188
196,16,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,PORTLAND,PORTLAND,0,2.4,14.0,11.4,,208,0,,,,0,1,0,0,4.78031264150662,0.051,0.051
197,16,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,191,1,,,,0,1,0,0,1.6564868020545869,0.221,0.26
198,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,161,0,,,,0,1,353,407,15.577020063370796,0.102,0.141
199,16,0,0,0,0,52,1,0,59,0,0,0,0,0,0,176,0,0,PORTLAND,PORTLAND,0,0.0,0.0,0.0,,158,0,,,,0,1,0,0,1.3356339815444214,0.166,0.205
200,17,0,10,0,5,0,0,0,0,0,0,0,0,0,0,14,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,228,0,,,,0,1,0,0,0.2619982053081672,0.03,0.0
201,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,11.0,8.96,,214,0,,,,0,1,0,0,1.6708244735297544,0.149,0.381
202,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,202,0,,,,0,1,160,170,1.657331377355175,999999.0,999999.0
203,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,PORTLAND,PORTLAND,0,2.4,11.81,9.62,,206,3,,,,0,1,0,0,3.341250588279187,0.048,0.323
204,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,227,0,,,,0,1,72,80,4.135859966362376,0.0,0.228
205,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,224,1,,,,0,1,31,35,1.652670838373726,0.186,0.418
206,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,217,1,,,,0,1,0,0,1.664774525748606,0.186,0.418
207,17,0,7,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,215,0,,,,0,1,0,0,1.6568597211911549,0.076,0.076
208,17,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,40,10,PORTLAND,PORTLAND,21609,2.4,0.0,0.0,,219,3,,,,0,1,0,0,1.6718329641279477,0.051,0.051
209,17,0,1,0,119,0,21,0,0,0,0,0,0,0,0,135,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,228,0,,,,0,1,0,0,4.816302464085464,0.0,0.0
210,17,0,70,0,0,0,6,0,15,4,0,0,0,0,0,60,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,236,0,,,,0,1,27,45,1.76190750679946,0.0,0.004
211,17,0,16,0,0,0,0,0,0,6,0,1,0,0,0,42,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,240,0,,,,0,1,1,2,1.6561043454917388,0.0,0.02
212,17,0,0,0,0,0,16,0,5,0,0,0,0,0,0,14,0,0,PORTLAND,PORTLAND,0,2.4,15.0,12.21,,228,0,,,,0,1,0,0,1.6713978245877117,0.0,0.0
213,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,18.0,13.25,,241,0,,,,0,1,0,0,1.6756747016427287,0.0,0.0
214,17,0,0,4,1,2,11,0,0,0,0,0,0,64,0,158,0,610,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,243,0,,,,0,1,0,0,1.6892052257207752,0.0,0.014
215,17,0,0,0,0,0,174,0,0,0,0,0,1,0,0,246,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,239,0,,,,0,1,0,0,1.6769304013877104,0.1,0.1
216,17,0,15,0,0,0,16,0,2,6,0,0,0,1,0,26,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,210,0,,,,0,1,0,0,1.657046868260318,0.0,0.275
217,18,0,0,0,0,13,0,0,0,0,0,0,0,0,0,20,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,246,0,,,,0,1,291,465,1.635339732196699,0.0,0.336
218,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,209,2,,,,0,1,48,50,1.643688268449495,0.166,0.398
219,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,PORTLAND,PORTLAND,0,2.4,11.0,8.96,,222,0,,,,0,1,8,8,3.3036853143019567,0.252,0.484
220,18,0,0,0,0,30,17,0,3,0,0,0,0,0,0,52,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,227,0,,,,0,1,0,0,3.188872642550055,0.104,0.336
221,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,220,0,,,,0,1,433,482,1.6904121262961682,0.252,0.484
222,18,0,0,0,0,0,41,0,4,0,0,0,0,0,0,55,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,238,0,,,,0,1,3,3,2.6176245585227504,0.024,0.309
223,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,242,0,,,,0,1,269,282,1.6590830909826018,0.0,0.336
224,19,0,25,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,197,0,,,,0,1,0,0,1.8831266886867457,0.027,0.022
225,19,0,0,0,27,0,0,0,0,0,0,0,0,0,0,10,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,202,0,,,,0,1,252,580,1.6454866538461603,0.027,0.027
226,19,0,0,0,0,0,1,0,5,0,0,0,0,0,0,5,0,0,PORTLAND,PORTLAND,0,2.4,14.0,11.4,,217,0,,,,0,1,107,115,1.682903436267006,0.0,0.0
227,19,0,2,0,0,0,0,0,0,0,0,0,0,11,0,19,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,221,0,,,,0,1,0,0,1.6810609953140212,0.0,0.0
228,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,175,0,,,,0,1,44,100,1.696586347167039,0.0,0.0
229,19,0,0,0,0,0,11,0,0,0,0,0,0,0,0,22,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,187,0,,,,0,1,0,0,5.033548594871017,0.0,0.0
230,19,0,63,0,0,0,0,0,0,6,0,0,0,0,0,125,0,0,PORTLAND,PORTLAND,0,2.4,13.0,10.58,,202,0,,,,0,1,0,0,1.677965745977898,0.0,0.0
231,19,0,0,0,0,0,81,0,0,0,0,0,0,0,0,80,0,0,PORTLAND,PORTLAND,0,2.4,11.25,10.23,,213,0,,,,0,1,60,137,3.2854667121579637,0.0,0.0
232,20,0,153,0,0,0,8,0,63,0,0,2,0,0,0,123,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,244,0,,,,0,1,1,1,1.6867486656725346,0.0,0.15
233,20,0,0,0,0,0,24,0,0,0,0,0,0,0,0,29,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,249,0,,,,0,1,148,211,1.5894686276373309,0.0,0.1
234,20,0,0,0,4,0,33,0,42,0,0,0,0,3419,0,2603,0,0,PORTLAND,PORTLAND,0,2.4,15.0,12.21,,235,0,,,,0,1,0,0,1.6470269114578355,0.0,0.053
235,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,240,3,,,,0,1,0,0,1.5266085264403504,0.098,0.101
236,20,0,3,0,338,0,4,0,0,0,0,0,0,0,0,580,0,0,PORTLAND,PORTLAND,0,2.4,13.0,10.85,,214,3,,,,0,1,0,0,1.7004609245090243,0.0,0.0
237,20,0,16,0,0,7,1196,0,40,25,0,4,38,0,25,1400,0,0,PORTLAND,PORTLAND,0,2.4,17.0,11.59,,224,3,,,,0,1,0,0,4.011558032339163,0.0,0.102
238,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORTLAND,PORTLAND,0,2.4,0.0,0.0,,230,0,,,,0,1,376,534,6.468540919032868,0.153,0.262
239,20,0,54,437,0,0,801,0,0,0,4,0,0,0,0,1197,0,0,PORTLAND,PORTLAND,0,2.4,17.0,13.84,,239,0,,,,0,1,0,0,1.7549946881265166,0.122,0.125
