MAZ,NO,CODE,NAME,USEIMAGEFILE,CATNO,CATNAME,XCOORD,YCOORD,IMAGEHEIGHT,USEIMAGEHEIGHT,IMAGEANGLE,ACTIVE_ACRES,ADT2000,ADT2017,ADTMODEL,AFFGEOID,ALAND,AWATER,BLKGRP,BLOCK,BUILT_FORM,CITY,CITYNM,COLLEGEENROLL,COUNTY,COUNTYFP,CTNUM,DAYCAREFAC,DISTRICT06,DIST_9TO12,DIST_KTO8,EBIKEACCTIME,ECT_DIST,ELEM,EMP2000,EMPMODEL,EMPPER,EMP_ACC,EMP_AER,EMP_AFS,EMP_CON,EMP_EDU,EMP_FSD,EMP_GOV,EMP_HCS,EMP_HTMFG,EMP_IFRPBS,EMP_MFG,EMP_NHTMFG,EMP_NRM,EMP_OSV,EMP_RCS,EMP_RET,EMP_TOTAL,EMP_TWU,EMP_WT,ENROLLGRADE9to12,ENROLLGRADEKto8,ENROLL_912,ESCOOACCTIME,EXTERNAL,EXT_GROWTH,EXT_NWRK_SIZE,EXT_WORK_SIZE,GA,GEOID,GEOID20,GEOIDFQ20,HHDEN,HHPER,HIGH,HIGH_DIST,INTHMI,INTPTLAT,INTPTLON,INT_GROWTH,MAXCONNECTORWEIGHT,MAZID,MIDDLE,MID_DIST,NEW_MZNUM,OBJECTID,OSPC_ACRES,PARKACRES,PARKATTRACT,PARKCLASS,PARKDEVELOP,PNR_LOT_NAME,PNR_SPACES,POP2000,POPEMPDEN,POPHHDEN,POPMODEL,PRKCST_DAY,PRKCST_HR,PRKCST_MNTH,PRKSPACES,PUMA,RETDEN,RIVER,SCHDIST,SHAPE_AREA,SHAPE_LENG,SKATS,STATEFP,SUFFIX,TAZ,TAZABM,TERMINALTIME,TOTEMP23,TOTEMPHH,TOTGQHHS,TOTNGQHHS,TOTNUMZONES,TRACT,TRACTCE,TRACT_NUM,TYPENO,UGB,UGBID,TOTHHS,TOTPOP,ACRES,walk_dist_local_bus,walk_dist_premium_transit,empden,retempden,duden,popden,popempdenpermi,totint,EXPPRK_HR,EXPPRK_DAY,EXPPRK_MNTH,PARKAREA
7323,7323,,Block 2023,0,25,PedestrianZones,2299767.663,145088.0396,10,0,0,0.0,0,0,0,,18433,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,9999,0,0,0,0,1,2023.0,410470000000000.0,1000000US410470002002023,0.0,0.0,80103,0,121,44.9440376,-123.0377068,0,3,8006502023,80068,0,0,912,0.0,0.0,0,,,,0,0,0.0,0.0,0,15,0.0,0.0,184,0,0,0,1,198374.13,1782.26,1,,,65,80065,2,23,23,0,0,0,200,,0,0,1,0,35,35,4.554039416084136,0.16,999999.0,31.947,2.816,2.318,2.975,22350.194,121,,,,
7324,7324,,Block 2036,0,25,PedestrianZones,2299694.447,144908.1055,10,0,0,0.0,0,0,0,,36459,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,1,0,0,171,0,4,0,6,6,0,68,6,0,0,0,0,45,211,0,3,0,0,0,9999,0,0,0,0,1,2036.0,410470000000000.0,1000000US410470002002036,0.0,0.01,80103,0,111,44.9423985,-123.0385624,0,3,8006602036,80068,0,0,913,0.0,0.0,0,,,,0,0,50.5,0.75,0,15,0.0,2.73,745,0,0,0,1,392369.56,2633.14,1,,,66,80066,2,404,410,0,0,0,200,,0,0,1,0,6,8,9.00755762471728,0.198,999999.0,32.599,2.654,2.293,2.993,22779.46,111,,,,
7325,7325,,Block 2034,0,25,PedestrianZones,2299895.735,145039.7033,10,0,0,0.0,0,0,0,,17642,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,0,0,0,18,0,0,0,0,2,0,69,0,0,0,8,0,164,339,0,0,0,0,0,9999,0,0,0,0,1,2034.0,410470000000000.0,1000000US410470002002034,0.0,0.0,80103,0,118,44.943639,-123.0360654,0,3,8006502034,80068,0,0,914,0.0,0.0,0,,,,0,0,0.0,0.0,0,15,0.0,0.0,46,0,0,0,1,189861.77,1743.42,1,,,65,80065,2,327,327,0,0,0,200,,0,0,1,0,0,0,4.35862265951492,0.116,999999.0,34.987,2.43,2.157,2.794,24179.337,118,,,,
7326,7326,,Block 2035,0,25,PedestrianZones,2299847.214,144917.1519,10,0,0,0.0,0,0,0,,17843,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,80,48,0,0,0,0,0,9999,0,0,0,0,1,2035.0,410470000000000.0,1000000US410470002002035,0.0,0.0,80103,0,116,44.942523,-123.0366312,0,3,8006502035,80068,0,0,915,0.0,0.0,0,,,,0,0,0.0,0.0,0,15,0.0,0.0,43,0,0,0,1,192025.88,1753.35,1,,,65,80065,2,84,84,0,0,0,200,,0,0,1,0,0,0,4.4083037603985415,0.111,999999.0,39.172,2.19,2.896,4.01,27636.082,116,,,,
7327,7327,,Block 2044,0,25,PedestrianZones,2299798.208,144795.3508,10,0,0,0.0,0,0,0,,17933,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,1,0,0,42,0,0,0,0,0,0,5,0,0,0,0,0,13,106,0,0,0,0,0,9999,0,0,0,0,1,2044.0,410470000000000.0,1000000US410470002002044,0.0,0.06,80103,0,114,44.9414136,-123.0372034,0,3,8006602044,80068,0,0,916,0.0,0.0,0,,,,0,0,10.29,0.71,0,15,0.0,0.0,65,0,0,0,1,192995.99,1757.52,1,,,66,80066,2,72,77,0,0,0,200,,0,0,1,0,6,8,4.430574460877747,0.123,999999.0,40.14,1.981,5.874,6.55,29881.689,114,,,,
7328,7328,,Block 2045,0,25,PedestrianZones,2299750.817,144674.4776,10,0,0,0.0,0,0,0,,17896,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,0,0,2,123,5,0,0,0,0,0,103,0,0,0,45,0,32,185,0,0,0,0,0,9999,0,0,0,0,1,2045.0,410470000000000.0,1000000US410470002002045,0.0,0.07,80103,0,116,44.9403129,-123.0377555,0,3,8006702045,80068,0,0,917,0.0,0.0,0,,,,0,0,7.64,0.55,0,15,0.0,0.0,84,0,0,0,1,192591.07,1755.9,1,,,67,80067,2,336,360,0,0,0,200,,0,0,1,0,24,34,4.421278735608825,0.113,999999.0,37.556,1.996,5.971,6.802,28389.556,116,,,,
7329,7329,,Block 2049,0,25,PedestrianZones,2299706.187,144560.0837,10,0,0,0.0,0,0,0,,15802,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,0,0,6,23,1,0,0,30,2,0,40,11,0,0,9,0,27,79,0,0,0,0,0,9999,0,0,0,0,1,2049.0,410470000000000.0,1000000US410470002002049,0.0,0.04,80103,0,107,44.9392714,-123.0382752,0,3,8006702049,80068,0,0,918,0.0,0.0,0,,,,0,0,20.63,0.75,0,15,0.0,0.0,45,0,0,0,1,170057.07,1654.12,1,,,67,80067,2,165,171,0,0,0,200,,0,0,1,0,6,9,3.903969787424264,0.041,999999.0,33.271,2.269,6.728,7.65,26189.488,107,,,,
7330,7330,,Block 2033,0,25,PedestrianZones,2300021.8,144991.583,10,0,0,0.0,0,0,0,,17936,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,1,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,79,565,0,0,0,0,0,9999,0,0,0,0,1,2033.0,410470000000000.0,1000000US410470002002033,0.0,0.0,80103,0,128,44.9432418,-123.0344497,0,3,8006502033,80068,0,0,919,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,193026.1,1758.15,1,,,65,80065,2,432,432,0,0,0,200,,0,0,1,0,5,5,4.431265581554627,0.044,999999.0,53.044,2.303,2.711,3.896,36441.535,128,,,,
7331,7331,,Block 2000,0,25,PedestrianZones,2300152.908,145334.4588,10,0,0,0.0,0,0,0,,44395,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,1,0,0,11,16,5,0,0,30,0,116,0,0,0,11,0,3,222,0,1,0,0,0,9999,0,0,0,0,1,2000.0,410470000000000.0,1000000US410470002002000,0.0,0.2,80103,0,139,44.9463629,-123.0329253,0,3,8006902000,80068,0,0,920,0.0,0.0,0,,,,0,0,2.48,0.63,0,0,0.0,0.0,0,0,0,0,1,477765.95,3334.52,1,,,69,80069,2,176,221,0,0,0,200,,0,0,1,0,45,61,10.967987353194925,0.0,999999.0,30.592,2.07,2.763,4.968,22758.239,139,,,,
7332,7332,,Block 2042,0,25,PedestrianZones,2299973.081,144868.1591,10,0,0,0.0,0,0,0,,17969,0,2,410470000000000.0,0,2,Salem,0,47,,0,1,1,1,1,9999,0,80064,0,0,1,0,0,24,0,0,0,113,11,0,188,0,0,0,3,0,3,478,0,0,0,0,0,9999,0,0,0,0,1,2042.0,410470000000000.0,1000000US410470002002042,0.0,0.0,80103,0,125,44.9421179,-123.0350176,0,3,8006802042,80068,0,0,921,0.0,0.0,0,,,,0,0,0.0,0.0,0,15,0.0,0.0,58,0,0,0,1,193377.89,1758.96,1,,,68,80068,2,361,361,0,0,0,200,,0,0,1,0,0,0,4.439341657288145,0.11,999999.0,45.896,1.96,6.446,7.689,34293.98,125,,,,
7333,7333,,Block 2027,0,25,PedestrianZones,2300197.663,145063.9881,10,0,0,0.0,0,0,0,,18196,0,2,410470000000000.0,0,2,Salem,0,47,,0,1,1,1,1,9999,0,80064,0,0,1,0,0,0,0,0,0,65,0,0,0,0,0,0,10,0,0,98,0,0,0,184,0,9999,0,0,0,0,1,2027.0,410470000000000.0,1000000US410470002002027,0.0,0.0,80103,0,146,44.9439427,-123.032251,0,3,8006802027,80068,0,0,922,0.0,0.0,0,,,,0,0,0.0,0.0,0,15,1.5,0.0,46,0,0,0,1,195825.43,1770.91,1,,,68,80068,2,88,88,0,0,0,200,,0,0,1,0,0,0,4.495529300143616,0.12,999999.0,42.592,1.799,2.366,3.559,29536.822,146,,,,
7334,7334,,Block 2032,0,25,PedestrianZones,2300148.082,144940.6796,10,0,0,0.0,0,0,0,,18193,0,2,410470000000000.0,0,2,Salem,0,47,,0,1,1,1,1,9999,0,80064,0,0,0,0,0,2,0,0,0,0,80,0,92,0,0,0,11,0,0,157,0,0,0,0,0,9999,0,0,0,0,1,2032.0,410470000000000.0,1000000US410470002002032,0.0,0.12,80103,0,140,44.9428196,-123.03283,0,3,8006802032,80068,0,0,923,0.0,0.0,0,,,,0,0,4.16,0.57,0,15,1.5,2.5,46,0,0,0,1,195793.14,1769.81,1,,,68,80068,2,154,175,0,0,0,200,,0,0,1,0,21,30,4.494788040464474,0.049,999999.0,50.894,1.872,2.586,3.837,35027.964,140,,,,
7335,7335,,Block 2052,0,25,PedestrianZones,2300004.872,144574.8991,10,0,0,0.0,0,0,0,,17506,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,1,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,9999,0,0,0,0,1,2052.0,410470000000000.0,1000000US410470002002052,0.0,0.0,80103,0,132,44.939489,-123.0344984,0,3,8006702052,80068,0,0,924,0.0,0.0,0,,,,0,0,0.0,0.0,0,6,0.8,2.73,250,0,0,0,1,188398.16,1736.77,1,,,67,80067,2,219,219,0,0,0,200,,0,0,1,0,0,0,4.325022886657954,0.039,999999.0,41.625,1.875,6.695,7.82,31644.382,132,,,,
7336,7336,,Block 2041,0,25,PedestrianZones,2300100.253,144819.2023,10,0,0,0.0,0,0,0,,17490,0,2,410470000000000.0,0,2,Salem,0,47,,0,1,1,1,1,9999,0,80064,0,0,0,0,0,10,0,4,0,0,0,0,60,0,0,0,0,0,0,103,0,0,0,0,0,9999,0,0,0,0,1,2041.0,410470000000000.0,1000000US410470002002041,0.0,0.14,80103,0,140,44.9417134,-123.0333875,0,3,8006802041,80068,0,0,925,0.0,0.0,0,,,,0,0,4.85,0.77,0,15,1.5,2.5,145,0,0,0,1,188219.02,1736.9,1,,,68,80068,2,63,73,0,0,0,200,,0,0,1,0,10,13,4.320910265931456,0.119,999999.0,54.537,2.013,6.738,7.938,39983.759,140,,,,
7337,7337,,Block 2017,0,25,PedestrianZones,2299341.379,144355.4172,10,0,0,0.0,0,0,0,,19909,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,73,0,0,0,0,0,9999,0,0,0,0,1,2017.0,410470000000000.0,1000000US410470002002017,0.0,0.02,80135,0,82,44.9373272,-123.0428137,0,3,8006202017,80068,0,0,926,0.0,0.0,0,,,,0,0,26.5,0.5,0,0,0.0,0.0,0,0,0,0,1,214251.88,1876.13,1,,,62,80062,2,53,54,0,0,0,200,,0,0,1,0,1,1,4.9185419950991385,0.048,999999.0,29.078,1.782,3.267,5.52,22142.37,82,,,,
7338,7338,,Block 3042,0,25,PedestrianZones,2299428.624,144225.7478,10,0,0,11.88,0,0,0,,65202,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,1,0,0,1,0,0,0,225,0,0,0,0,0,0,6,0,1,312,0,0,0,0,0,9999,0,0,0,0,1,3042.0,410470000000000.0,1000000US410470002003042,0.0,0.0,80135,0,86,44.9361855,-123.0416571,0,3,8007103042,80068,0,0,927,0.0,11.88,2,SPECIAL USE FACILITY,DEVELOPED,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,701694.24,4002.19,1,,,71,80071,2,298,298,0,0,0,200,,0,0,1,0,0,0,16.108668920980865,0.042,999999.0,29.512,1.425,3.075,5.302,22280.875,86,,,,
7339,7339,,Block 3040,0,25,PedestrianZones,2299664.219,144449.9753,10,0,0,0.0,0,0,0,,15726,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80064,0,0,0,0,10,1,0,0,0,264,0,0,14,0,0,0,0,0,3,273,0,0,0,0,0,9999,0,0,0,0,1,3040.0,410470000000000.0,1000000US410470002003040,0.0,0.0,80103,0,100,44.9382691,-123.0387629,0,3,8007203040,80068,0,0,928,0.0,0.0,0,,,,0,0,0.0,0.0,0,15,0.0,3.41,41,0,0,0,1,169242.28,1648.59,1,,,72,80072,2,238,238,0,0,0,200,,0,0,1,0,0,0,3.885264700619438,0.118,999999.0,55.745,2.673,2.764,4.074,38284.284,100,,,,
7340,7340,,Block 3046,0,25,PedestrianZones,2299622.875,144342.9504,10,0,0,1.05,0,0,0,,15176,0,3,410470000000000.0,0,2,Salem,0,47,,0,1,1,1,1,9999,0,80064,0,0,1,0,0,52,0,0,0,0,6,0,3,0,0,0,5,0,2,74,0,0,0,0,0,9999,0,0,0,0,1,3046.0,410470000000000.0,1000000US410470002003046,0.0,0.0,80103,0,95,44.9372947,-123.0392439,0,3,8007303046,80068,0,0,929,0.0,1.05,3,LINEAR PARK,DEVELOPED,,0,0,0.0,0.0,0,15,0.0,2.86,245,0,0,0,1,163326.49,1633.65,1,,,73,80073,2,81,81,0,0,0,200,,0,0,1,0,0,0,3.7494569900833903,0.099,999999.0,35.524,1.837,2.481,4.148,25389.997,95,,,,
7343,7343,,Block 3009,0,25,PedestrianZones,2300993.307,145006.3993,10,0,0,0.0,0,0,0,,100809,0,3,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80106,0,0,1,0,0,0,0,177,0,0,2,0,0,0,0,0,0,0,0,196,0,0,2107,0,2107,9999,0,0,0,0,4,3009.0,410470000000000.0,1000000US410470006003009,0.0,0.03,80103,0,141,44.9436486,-123.022151,0,3,8010303009,80082,0,0,938,0.0,0.0,0,,,,0,0,23.88,0.75,0,0,0.0,0.0,0,0,0,0,1,1084884.01,4413.34,1,,,103,80103,1,191,197,0,0,0,600,,0,0,1,0,6,6,24.905487810104397,0.142,999999.0,8.855,0.51,4.962,10.553,12421.046,141,,,,
7344,7344,,Block 1016,0,25,PedestrianZones,2301281.375,145828.3702,10,0,0,0.0,0,0,0,,26552,0,1,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80090,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,32,0,0,0,79,0,0,0,0,0,9999,0,0,0,0,4,1016.0,410470000000000.0,1000000US410470006001016,0.0,0.32,80103,0,152,44.951123,-123.0188272,0,3,8009801016,80082,0,0,939,0.0,0.0,0,,,,0,0,0.92,0.44,0,0,0.0,0.0,0,0,0,0,1,285745.05,3850.01,1,,,98,80098,1,57,84,0,0,0,600,,0,0,1,0,27,60,6.559798024685313,0.241,999999.0,3.971,0.204,4.578,10.701,9389.865,152,,,,
7351,7351,,Block 3038,0,25,PedestrianZones,2300141.699,146181.9748,10,0,0,0.0,0,0,0,,9902,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,19,0,4,0,0,0,0,0,2,30,0,0,0,0,0,9999,0,0,0,0,1,3038.0,410470000000000.0,1000000US410470003003038,0.0,0.07,80103,0,126,44.953983,-123.033404,0,3,8008903038,80068,0,0,999,0.0,0.0,0,,,,0,0,9.0,0.67,0,0,0.0,0.0,0,0,0,0,1,106566.9,1306.11,1,,,89,80089,2,27,29,0,0,0,300,,0,0,1,0,11,11,2.4464372622033386,0.123,999999.0,6.503,0.394,2.707,5.895,7935.117,126,,,,
7352,7352,,Block 1010,0,25,PedestrianZones,2300010.521,146124.5363,10,0,0,0.0,0,0,0,,10570,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,1,1010.0,410470000000000.0,1000000US410470002001010,0.0,0.0,80103,0,121,44.9534294,-123.0350429,0,1,8008501010,80068,0,0,1000,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,113753.29,1352.13,1,,,85,80085,2,0,0,0,0,0,200,,0,0,1,0,0,0,2.6114138043693678,0.303,999999.0,7.558,0.461,2.281,4.76,7883.443,121,,,,
7353,7353,,Block 1009,0,25,PedestrianZones,2299973.833,146029.5368,10,0,0,0.0,0,0,0,,10946,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,1,1009.0,410470000000000.0,1000000US410470002001009,0.0,0.0,80103,0,120,44.9525645,-123.0354699,0,3,8008501009,80068,0,0,1001,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,117796.9,1374.37,1,,,85,80085,2,27,27,0,0,0,200,,0,0,1,0,0,0,2.704242413469592,0.243,999999.0,9.376,0.619,2.574,5.25,9360.63,120,,,,
7354,7354,,Block 1000,0,25,PedestrianZones,2300126.272,146413.835,10,0,0,0.0,0,0,0,,12182,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,28,0,0,0,0,0,9999,0,0,0,0,1,1000.0,410470000000000.0,1000000US410470002001000,0.0,0.05,80103,0,117,44.9560642,-123.0336916,0,3,8008501000,80068,0,0,1002,0.0,0.0,0,,,,0,0,9.25,0.5,0,0,0.0,0.0,0,0,0,0,1,131099.85,1471.78,1,,,85,80085,2,37,39,0,0,0,200,,0,0,1,0,2,4,3.0096357038978785,0.24,999999.0,4.646,0.129,2.496,5.378,6415.143,117,,,,
7355,7355,,Block 1002,0,25,PedestrianZones,2300082.96,146313.8911,10,0,0,0.0,0,0,0,,10975,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,1,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,61,0,0,0,0,0,9999,0,0,0,0,1,1002.0,410470000000000.0,1000000US410470002001002,0.0,0.0,80103,0,115,44.955153,-123.0342005,0,3,8008501002,80068,0,0,1003,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,118111.23,1375.52,1,,,85,80085,2,38,38,0,0,0,200,,0,0,1,0,0,0,2.7114582868103443,0.246,999999.0,7.038,0.169,2.876,6.242,8498.764,115,,,,
7356,7356,,Block 1011,0,25,PedestrianZones,2300047.25,146218.4289,10,0,0,0.0,0,0,0,,10584,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,7,0,5,0,0,0,9999,0,0,0,0,1,1011.0,410470000000000.0,1000000US410470002001011,0.0,0.0,80103,0,114,44.9542843,-123.034615,0,3,8008501011,80068,0,0,1004,0.0,0.0,0,,,,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,113906.3,1351.05,1,,,85,80085,2,46,46,0,0,0,200,,0,0,1,0,0,0,2.6149266194983274,0.244,999999.0,6.301,0.191,2.652,5.652,7649.709,114,,,,
7357,7357,,Block 3032,0,25,PedestrianZones,2300216.427,146370.4772,10,0,0,0.0,0,0,0,,10025,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,0,9999,0,0,0,0,1,3032.0,410470000000000.0,1000000US410470003003032,0.0,0.6,80103,0,133,44.9556997,-123.0325323,0,1,8008903032,80068,0,0,1005,0.0,0.0,0,,,,0,0,0.38,0.56,0,0,0.0,0.0,0,0,0,0,1,107886.13,1314.5,1,,,89,80089,2,12,30,0,0,0,300,,0,0,1,0,18,32,2.4767225872465164,0.125,999999.0,6.502,0.181,2.982,6.694,8445.263,133,,,,
7358,7358,,Block 3039,0,25,PedestrianZones,2300105.731,146087.4502,10,0,0,0.0,0,0,0,,9825,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,10,0,0,0,0,0,9999,0,0,0,0,1,3039.0,410470000000000.0,1000000US410470003003039,0.0,0.48,80103,0,128,44.9531227,-123.0338221,0,3,8008903039,80068,0,0,1006,0.0,0.0,0,,,,0,0,1.0,0.91,0,0,0.0,0.0,0,0,0,0,1,105737.18,1300.71,1,,,89,80089,2,11,21,0,0,0,300,,0,0,1,0,10,16,2.427389404809825,0.248,999999.0,7.301,0.424,2.509,5.415,8138.04,128,,,,
7391,7391,,Block 2009,0,25,PedestrianZones,2301257.004,145441.8251,10,0,0,0.0,0,0,0,,10933,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,4,2009.0,410470000000000.0,1000000US410470006002009,0.0,0.93,80103,0,143,44.9476393,-123.0189832,0,1,8010202009,80082,0,0,1082,0.0,0.0,0,,,,0,0,0.03,0.35,0,0,0.0,0.0,0,0,0,0,1,117658.49,1378.85,1,,,102,80102,1,1,14,0,0,0,600,,0,0,1,0,13,24,2.701064931243262,0.13,999999.0,2.108,0.145,4.316,9.673,7539.984,143,,,,
7392,7392,,Block 2014,0,25,PedestrianZones,2301201.069,145286.692,10,0,0,0.0,0,0,0,,19887,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,4,2014.0,410470000000000.0,1000000US410470006002014,0.0,0.97,80103,0,149,44.9462282,-123.0196303,0,1,8010202014,80082,0,0,1083,0.0,0.0,0,,,,0,0,0.01,0.38,0,0,0.0,0.0,0,0,0,0,1,214017.95,2068.44,1,,,102,80102,1,1,36,0,0,0,600,,0,0,1,0,35,102,4.913171826777561,0.105,999999.0,12.674,0.023,3.743,7.981,13219.145,149,,,,
7393,7393,,Block 2010,0,25,PedestrianZones,2301346.235,145409.5865,10,0,0,0.0,0,0,0,,10675,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,4,2010.0,410470000000000.0,1000000US410470006002010,0.0,1.0,80103,0,139,44.9473743,-123.0178402,0,1,8010202010,80082,0,0,1084,0.0,0.0,0,,,,0,0,0.0,0.38,0,0,0.0,0.0,0,0,0,0,1,114887.08,1367.75,1,,,102,80102,1,0,13,0,0,0,600,,0,0,1,0,13,24,2.637442032654288,0.092,999999.0,2.143,0.159,4.341,9.816,7653.128,139,,,,
7394,7394,,Block 3019,0,25,PedestrianZones,2301337.984,144792.2692,10,0,0,0.0,0,0,0,,12251,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9999,0,0,0,0,4,3019.0,410470000000000.0,1000000US410470006003019,0.0,0.93,80103,0,144,44.9418193,-123.017701,0,1,8010403019,80082,0,0,1085,0.0,0.0,0,,,,0,0,0.05,0.65,0,0,0.0,0.0,0,0,0,0,1,131839.36,1449.41,1,,,104,80104,1,1,14,0,0,0,600,,0,0,1,0,13,27,3.0266124665764487,0.149,999999.0,3.048,0.512,5.049,10.475,8654.778,144,,,,
7395,7395,,Block 1017,0,25,PedestrianZones,2301447.116,145919.2482,10,0,0,0.0,0,0,0,,14419,0,1,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,4,1017.0,410470000000000.0,1000000US410470006001017,0.0,0.95,80103,0,142,44.951987,-123.0167636,0,1,8009801017,80082,0,0,1086,0.0,0.0,0,,,,0,0,0.02,0.44,0,0,0.0,0.0,0,0,0,0,1,155174.4,1704.42,1,,,98,80098,1,1,22,0,0,0,600,,0,0,1,0,21,51,3.562310865199891,0.268,999999.0,4.704,0.26,3.771,8.971,8752.163,142,,,,
7396,7396,,Block 1018,0,25,PedestrianZones,2301602.401,145858.961,10,0,0,0.0,0,0,0,,12918,0,1,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9999,0,0,0,0,4,1018.0,410470000000000.0,1000000US410470006001018,0.0,1.0,80103,0,128,44.9514882,-123.0147727,0,1,8009801018,80082,0,0,1087,0.0,0.0,0,,,,0,0,0.0,0.47,0,0,0.0,0.0,0,0,0,0,1,139021.53,1580.49,1,,,98,80098,1,0,20,0,0,0,600,,0,0,1,0,20,50,3.1914923389715204,0.164,999999.0,4.453,0.195,3.616,8.559,8327.386,128,,,,
